month,iso3,Flight,Airport,Travel,Train,Bus,Passport,Travel visa,Right of asylum
2022-03-01,SOM,18,15,21,3,9,21,29,0
2022-04-01,SOM,18,14,18,3,9,18,31,1
2022-05-01,SOM,19,13,21,3,10,17,38,0
2022-06-01,SOM,22,16,21,4,9,20,30,1
2022-07-01,SOM,22,17,20,6,9,23,36,0
2022-08-01,SOM,22,14,18,4,9,20,35,1
2022-09-01,SOM,19,15,26,4,10,19,38,0
2022-10-01,SOM,18,13,31,3,9,20,78,1
2022-11-01,SOM,16,13,20,4,9,21,49,0
2022-12-01,SOM,18,13,18,4,8,20,30,0
2023-01-01,SOM,17,14,18,4,8,21,33,0
2023-02-01,SOM,18,12,18,3,8,22,40,1
2023-03-01,SOM,20,15,19,3,9,22,36,2
2023-04-01,SOM,21,14,17,4,9,24,45,1
2023-05-01,SOM,19,14,19,4,9,21,100,1
2023-06-01,SOM,22,16,20,5,10,20,45,1
2023-07-01,SOM,22,17,19,5,11,26,45,1
2023-08-01,SOM,20,15,20,5,10,20,35,2
2023-09-01,SOM,19,15,17,3,10,20,36,1
2023-10-01,SOM,19,12,19,4,9,21,40,1
2023-11-01,SOM,18,15,16,4,10,23,42,1
2023-12-01,SOM,19,12,16,4,9,21,56,0
2024-01-01,SOM,21,13,16,4,7,25,44,0
2024-02-01,SOM,22,14,17,3,7,22,38,0
2024-03-01,SOM,22,13,16,5,8,23,37,0
2024-04-01,SOM,20,14,15,3,10,19,32,0
2024-05-01,SOM,20,14,15,4,9,20,38,0
2024-06-01,SOM,19,13,18,4,11,20,33,0
2024-07-01,SOM,23,14,17,3,7,21,32,0
2024-08-01,SOM,25,15,17,4,8,20,34,0
2024-09-01,SOM,19,15,17,4,9,19,32,0
2024-10-01,SOM,20,12,16,4,10,19,39,0
2024-11-01,SOM,16,12,14,4,8,17,31,0
2024-12-01,SOM,18,13,16,4,9,18,26,0
2025-01-01,SOM,17,12,14,4,8,20,33,0
2025-02-01,SOM,18,13,13,5,8,22,30,0
2025-03-01,SOM,19,15,18,4,8,20,32,0
2025-04-01,SOM,19,12,13,4,12,20,31,0
2025-05-01,SOM,17,12,13,3,9,19,36,0
2025-06-01,SOM,23,11,16,4,11,17,37,1
2025-07-01,SOM,20,13,13,3,10,21,27,0
2025-08-01,SOM,22,13,15,5,12,21,28,0
2025-09-01,SOM,19,14,13,5,11,19,32,0
2025-10-01,SOM,17,11,11,4,9,20,30,0
2025-11-01,SOM,35,17,19,7,13,20,45,0
2025-12-01,SOM,22,14,18,6,11,17,25,0
2026-01-01,SOM,20,13,15,6,11,21,35,0
2026-02-01,SOM,23,15,22,6,11,16,28,0
2026-03-01,SOM,29,17,13,4,10,14,24,0
2026-04-01,SOM,21,12,15,5,11,14,22,0
2017-12-01,SSD,57,44,25,23,24,17,45,0
2018-01-01,SSD,67,36,28,17,17,0,34,0
2018-02-01,SSD,56,42,17,0,0,19,35,0
2018-03-01,SSD,92,45,31,14,0,12,40,0
2018-04-01,SSD,70,45,51,14,15,16,51,0
2018-05-01,SSD,61,36,31,20,19,14,46,0
2018-06-01,SSD,49,44,32,0,0,0,47,0
2018-07-01,SSD,61,43,33,24,0,0,49,0
2018-08-01,SSD,72,46,43,16,19,0,40,0
2018-09-01,SSD,66,43,23,16,18,0,34,0
2018-10-01,SSD,77,40,21,16,0,0,43,0
2018-11-01,SSD,86,50,40,0,23,0,40,0
2018-12-01,SSD,95,54,40,0,16,0,33,0
2019-01-01,SSD,55,38,43,22,21,20,38,0
2019-02-01,SSD,78,47,29,16,19,0,54,0
2019-03-01,SSD,76,54,48,0,15,0,43,0
2019-04-01,SSD,72,55,51,25,0,0,52,0
2019-05-01,SSD,80,63,41,27,0,0,58,0
2019-06-01,SSD,79,39,48,25,21,0,43,0
2019-07-01,SSD,88,59,56,16,24,18,48,0
2019-08-01,SSD,92,54,36,15,20,17,64,0
2019-09-01,SSD,72,40,50,16,24,14,56,0
2019-10-01,SSD,71,51,43,17,19,20,50,0
2019-11-01,SSD,76,51,44,0,20,14,50,0
2019-12-01,SSD,87,39,14,14,22,0,24,0
2020-01-01,SSD,70,30,33,13,17,13,31,0
2020-02-01,SSD,57,36,37,16,15,14,37,0
2020-03-01,SSD,85,45,57,14,18,11,31,0
2020-04-01,SSD,43,23,33,0,12,0,0,0
2020-05-01,SSD,56,31,21,0,0,0,13,0
2020-06-01,SSD,47,35,29,0,25,0,14,0
2020-07-01,SSD,51,39,30,0,16,10,13,0
2020-08-01,SSD,76,43,36,0,0,0,17,0
2020-09-01,SSD,47,35,30,0,18,0,19,0
2020-10-01,SSD,58,34,25,0,19,9,27,0
2020-11-01,SSD,41,27,26,0,13,0,34,0
2020-12-01,SSD,46,23,25,7,11,0,17,0
2021-01-01,SSD,43,25,36,7,13,9,21,0
2021-02-01,SSD,52,25,26,14,15,9,29,0
2021-03-01,SSD,51,40,34,12,17,10,27,0
2021-04-01,SSD,55,32,32,0,11,0,29,0
2021-05-01,SSD,50,25,46,0,16,9,31,0
2021-06-01,SSD,78,28,50,11,11,12,48,0
2021-07-01,SSD,60,29,46,10,19,13,36,0
2021-08-01,SSD,48,23,33,20,12,13,33,0
2021-09-01,SSD,56,35,35,0,14,13,38,0
2021-10-01,SSD,56,31,37,8,13,16,47,0
2021-11-01,SSD,59,47,38,10,8,16,45,0
2021-12-01,SSD,59,39,35,0,13,9,36,0
2022-01-01,SSD,51,49,32,10,16,20,41,0
2022-02-01,SSD,82,44,38,10,12,24,48,0
2022-03-01,SSD,77,41,51,10,18,18,51,0
2022-04-01,SSD,77,54,42,12,21,22,60,0
2022-05-01,SSD,61,39,49,13,24,19,65,0
2022-06-01,SSD,90,54,63,13,26,23,60,0
2022-07-01,SSD,86,48,46,22,26,23,66,0
2022-08-01,SSD,65,38,41,9,20,23,56,0
2022-09-01,SSD,81,35,57,10,18,21,64,0
2022-10-01,SSD,58,32,47,9,17,22,75,0
2022-11-01,SSD,66,41,48,11,20,19,63,0
2022-12-01,SSD,71,36,45,12,29,18,59,0
2023-01-01,SSD,66,34,42,14,19,21,62,0
2023-02-01,SSD,76,35,45,17,21,24,67,0
2023-03-01,SSD,67,40,40,9,17,25,74,0
2023-04-01,SSD,73,55,44,11,18,21,55,0
2023-05-01,SSD,75,35,46,14,21,25,95,0
2023-06-01,SSD,85,55,51,20,19,21,100,0
2023-07-01,SSD,93,49,52,0,17,35,94,0
2023-08-01,SSD,77,53,51,12,24,25,97,7
2023-09-01,SSD,73,43,43,14,20,23,88,0
2023-10-01,SSD,72,34,54,12,23,29,79,7
2023-11-01,SSD,69,41,45,13,21,28,87,0
2023-12-01,SSD,60,43,37,13,21,16,61,0
2024-01-01,SSD,72,35,45,14,21,24,77,0
2024-02-01,SSD,57,32,39,10,22,27,68,0
2024-03-01,SSD,67,36,44,9,19,21,70,0
2024-04-01,SSD,65,36,48,11,19,19,71,0
2024-05-01,SSD,71,44,53,13,18,26,75,0
2024-06-01,SSD,62,38,51,13,26,24,77,0
2024-07-01,SSD,68,41,47,9,17,26,74,0
2024-08-01,SSD,65,38,48,9,23,26,72,0
2024-09-01,SSD,59,38,33,7,30,20,60,0
2024-10-01,SSD,50,35,38,13,17,23,63,0
2024-11-01,SSD,62,39,37,12,19,23,65,0
2024-12-01,SSD,57,32,36,9,21,22,55,0
2025-01-01,SSD,57,36,41,10,22,26,66,0
2025-02-01,SSD,60,39,41,11,17,18,61,0
2025-03-01,SSD,67,50,41,18,25,17,65,0
2025-04-01,SSD,64,38,41,16,20,26,67,0
2025-05-01,SSD,68,39,48,13,20,22,75,0
2025-06-01,SSD,91,41,47,12,17,24,70,0
2025-07-01,SSD,84,42,47,17,13,22,75,0
2025-08-01,SSD,72,43,41,13,24,28,62,0
2025-09-01,SSD,58,45,33,0,20,22,60,0
2025-10-01,SSD,64,35,39,11,22,23,64,0
2025-11-01,SSD,76,43,38,14,28,31,59,0
2025-12-01,SSD,70,33,36,12,24,22,50,0
2026-01-01,SSD,51,29,33,12,16,17,54,0
2026-02-01,SSD,63,35,45,8,17,24,46,0
2026-03-01,SSD,84,51,33,10,24,17,38,0
2026-04-01,SSD,68,45,43,9,18,20,42,0
2017-12-01,SYR,2,7,16,5,9,2,2,0
2018-01-01,SYR,4,12,16,5,11,2,3,1
2018-02-01,SYR,3,8,17,6,10,2,4,1
2018-03-01,SYR,2,9,15,7,9,2,5,1
2018-04-01,SYR,3,11,15,5,9,2,5,1
2018-05-01,SYR,3,10,17,5,7,2,5,1
2018-06-01,SYR,3,8,18,5,8,2,5,1
2018-07-01,SYR,3,10,20,5,9,2,6,1
2018-08-01,SYR,4,11,22,6,11,3,6,1
2018-09-01,SYR,3,12,23,6,11,3,6,0
2018-10-01,SYR,4,10,21,6,11,2,6,1
2018-11-01,SYR,5,9,21,7,11,3,6,2
2018-12-01,SYR,4,9,20,7,11,3,5,1
2019-01-01,SYR,3,10,22,5,12,3,5,2
2019-02-01,SYR,4,9,23,11,11,3,6,1
2019-03-01,SYR,3,8,20,8,11,3,5,2
2019-04-01,SYR,3,10,18,6,12,2,5,1
2019-05-01,SYR,4,8,19,6,11,3,5,2
2019-06-01,SYR,4,11,21,6,15,3,7,2
2019-07-01,SYR,5,11,23,6,13,3,8,2
2019-08-01,SYR,5,12,25,6,12,4,7,2
2019-09-01,SYR,5,11,23,7,13,3,8,2
2019-10-01,SYR,5,12,22,6,13,3,7,2
2019-11-01,SYR,5,11,21,7,13,3,7,2
2019-12-01,SYR,4,10,20,6,15,3,6,1
2020-01-01,SYR,4,9,20,6,14,3,7,2
2020-02-01,SYR,4,10,22,7,14,3,6,2
2020-03-01,SYR,3,11,19,5,13,2,4,1
2020-04-01,SYR,3,8,16,6,12,2,3,0
2020-05-01,SYR,3,9,19,6,13,2,3,1
2020-06-01,SYR,2,10,18,5,13,2,4,1
2020-07-01,SYR,2,12,19,5,11,2,4,1
2020-08-01,SYR,3,11,24,6,13,3,6,2
2020-09-01,SYR,3,10,29,5,13,4,7,2
2020-10-01,SYR,2,10,28,4,13,4,8,2
2020-11-01,SYR,2,10,25,5,11,3,6,2
2020-12-01,SYR,3,10,22,5,13,3,6,1
2021-01-01,SYR,2,10,27,4,13,3,7,1
2021-02-01,SYR,3,9,27,5,11,4,7,2
2021-03-01,SYR,3,10,26,6,13,4,6,2
2021-04-01,SYR,3,9,26,7,11,3,7,1
2021-05-01,SYR,3,9,26,6,13,3,7,1
2021-06-01,SYR,4,11,30,6,15,4,7,2
2021-07-01,SYR,4,12,32,6,15,5,9,3
2021-08-01,SYR,4,13,37,7,16,6,11,5
2021-09-01,SYR,4,12,34,6,14,6,12,3
2021-10-01,SYR,3,11,30,5,16,5,8,3
2021-11-01,SYR,3,9,35,6,13,14,10,3
2021-12-01,SYR,3,9,43,6,13,35,19,2
2022-01-01,SYR,3,9,58,6,13,57,22,3
2022-02-01,SYR,3,9,83,6,12,85,19,2
2022-03-01,SYR,3,10,82,7,11,73,18,2
2022-04-01,SYR,3,8,65,6,11,67,16,2
2022-05-01,SYR,3,9,72,6,13,100,32,2
2022-06-01,SYR,4,16,41,6,16,24,13,2
2022-07-01,SYR,5,11,49,6,16,36,14,3
2022-08-01,SYR,5,12,47,6,17,28,14,4
2022-09-01,SYR,5,12,41,6,15,20,12,4
2022-10-01,SYR,4,10,35,6,15,14,10,2
2022-11-01,SYR,4,9,31,6,13,14,8,2
2022-12-01,SYR,4,9,31,6,12,13,8,2
2023-01-01,SYR,3,9,37,6,11,19,10,2
2023-02-01,SYR,5,9,32,6,12,13,11,2
2023-03-01,SYR,4,10,32,6,12,12,10,2
2023-04-01,SYR,3,9,30,6,11,10,9,2
2023-05-01,SYR,3,11,35,7,12,15,10,2
2023-06-01,SYR,4,11,35,7,13,14,10,2
2023-07-01,SYR,5,11,40,7,12,18,12,2
2023-08-01,SYR,5,13,44,7,14,34,18,3
2023-09-01,SYR,5,12,42,6,13,27,17,3
2023-10-01,SYR,4,19,37,6,13,17,14,2
2023-11-01,SYR,4,14,42,7,12,17,14,2
2023-12-01,SYR,4,11,38,6,11,15,11,2
2024-01-01,SYR,3,10,33,5,10,16,12,2
2024-02-01,SYR,3,8,35,5,10,14,10,2
2024-03-01,SYR,3,8,34,5,9,11,10,1
2024-04-01,SYR,4,12,33,6,10,11,11,1
2024-05-01,SYR,4,10,33,5,10,12,11,2
2024-06-01,SYR,4,10,33,5,11,9,11,1
2024-07-01,SYR,4,13,34,6,11,11,12,1
2024-08-01,SYR,6,17,37,5,11,10,15,2
2024-09-01,SYR,5,16,36,5,11,11,13,1
2024-10-01,SYR,4,13,29,5,11,9,13,1
2024-11-01,SYR,3,10,25,5,10,8,10,1
2024-12-01,SYR,4,15,25,5,9,11,10,3
2025-01-01,SYR,4,11,26,5,11,12,9,2
2025-02-01,SYR,4,9,25,4,9,12,10,1
2025-03-01,SYR,4,9,27,4,7,9,12,5
2025-04-01,SYR,4,10,26,5,10,10,12,3
2025-05-01,SYR,4,10,25,5,10,8,9,2
2025-06-01,SYR,10,20,26,5,11,9,10,1
2025-07-01,SYR,6,12,33,5,10,12,13,2
2025-08-01,SYR,5,12,29,5,11,10,14,1
2025-09-01,SYR,5,11,28,5,11,9,12,1
2025-10-01,SYR,5,11,24,4,12,8,10,1
2025-11-01,SYR,4,9,25,5,11,7,9,1
2025-12-01,SYR,5,10,23,4,10,6,9,1
2026-01-01,SYR,4,10,21,5,11,8,8,1
2026-02-01,SYR,3,9,22,5,10,7,8,0
2026-03-01,SYR,4,14,21,5,10,6,7,0
2026-04-01,SYR,4,12,22,6,11,7,8,0
2017-12-01,TCD,11,0,14,0,0,0,30,0
2018-01-01,TCD,23,12,19,0,0,0,22,0
2018-02-01,TCD,20,12,16,0,0,0,25,0
2018-03-01,TCD,11,17,20,0,0,13,30,0
2018-04-01,TCD,21,16,18,0,0,0,26,0
2018-05-01,TCD,23,20,26,0,0,0,30,0
2018-06-01,TCD,27,15,0,0,0,0,30,0
2018-07-01,TCD,29,18,22,0,0,0,45,0
2018-08-01,TCD,23,17,20,0,0,0,34,0
2018-09-01,TCD,17,20,17,0,0,0,40,0
2018-10-01,TCD,23,17,15,0,0,0,47,0
2018-11-01,TCD,26,16,17,0,0,0,43,0
2018-12-01,TCD,30,11,14,0,0,0,28,0
2019-01-01,TCD,19,18,11,0,10,0,30,0
2019-02-01,TCD,21,19,19,0,13,0,30,0
2019-03-01,TCD,32,11,12,0,12,0,27,0
2019-04-01,TCD,27,14,16,0,0,0,29,0
2019-05-01,TCD,25,18,19,0,0,0,43,0
2019-06-01,TCD,32,12,17,0,0,0,40,0
2019-07-01,TCD,30,19,23,8,8,0,32,0
2019-08-01,TCD,29,15,15,9,0,7,53,0
2019-09-01,TCD,29,19,24,0,7,0,61,0
2019-10-01,TCD,33,20,15,8,11,9,64,0
2019-11-01,TCD,24,20,21,0,9,0,40,0
2019-12-01,TCD,31,23,16,0,11,0,28,0
2020-01-01,TCD,23,16,26,0,0,16,30,0
2020-02-01,TCD,19,10,19,0,0,0,32,0
2020-03-01,TCD,21,19,23,0,8,7,21,0
2020-04-01,TCD,17,14,19,0,0,0,18,0
2020-05-01,TCD,19,17,15,0,0,0,13,0
2020-06-01,TCD,24,23,21,0,11,7,28,0
2020-07-01,TCD,30,24,21,0,8,0,25,0
2020-08-01,TCD,28,24,30,0,0,0,66,0
2020-09-01,TCD,25,26,26,0,0,0,61,0
2020-10-01,TCD,20,12,19,0,0,0,48,0
2020-11-01,TCD,16,12,21,0,0,0,32,0
2020-12-01,TCD,15,13,12,0,8,0,25,0
2021-01-01,TCD,18,0,17,0,0,8,26,0
2021-02-01,TCD,16,0,25,0,0,0,20,0
2021-03-01,TCD,19,12,19,0,0,8,16,0
2021-04-01,TCD,23,12,25,0,7,0,19,0
2021-05-01,TCD,17,11,23,0,7,0,36,0
2021-06-01,TCD,22,13,21,0,8,9,68,0
2021-07-01,TCD,28,19,26,0,9,10,92,0
2021-08-01,TCD,24,12,18,8,9,0,73,0
2021-09-01,TCD,27,15,21,0,8,0,55,0
2021-10-01,TCD,20,15,24,0,10,7,53,0
2021-11-01,TCD,21,16,16,0,9,0,44,0
2021-12-01,TCD,23,9,19,6,8,6,41,0
2022-01-01,TCD,17,15,24,9,6,0,33,0
2022-02-01,TCD,16,20,24,5,13,4,38,0
2022-03-01,TCD,25,14,29,8,15,8,43,4
2022-04-01,TCD,25,15,23,7,6,5,44,6
2022-05-01,TCD,28,17,24,0,8,7,54,0
2022-06-01,TCD,28,17,28,6,8,8,65,0
2022-07-01,TCD,34,22,28,8,14,0,90,0
2022-08-01,TCD,32,18,24,0,6,16,89,0
2022-09-01,TCD,28,19,28,8,8,10,80,0
2022-10-01,TCD,30,12,31,10,8,10,67,0
2022-11-01,TCD,24,13,24,4,9,11,64,0
2022-12-01,TCD,22,18,29,0,8,11,53,0
2023-01-01,TCD,27,15,27,5,10,8,51,0
2023-02-01,TCD,24,13,31,7,8,13,53,0
2023-03-01,TCD,28,13,37,6,7,11,57,0
2023-04-01,TCD,28,21,27,6,8,10,51,0
2023-05-01,TCD,27,17,31,9,7,12,87,0
2023-06-01,TCD,25,20,33,5,9,14,91,0
2023-07-01,TCD,32,23,37,10,12,17,100,0
2023-08-01,TCD,36,19,34,0,8,14,85,4
2023-09-01,TCD,28,18,28,6,6,16,75,0
2023-10-01,TCD,26,20,29,4,8,17,70,0
2023-11-01,TCD,29,18,28,4,8,14,58,0
2023-12-01,TCD,23,14,27,4,5,17,50,0
2024-01-01,TCD,19,10,21,5,9,14,54,0
2024-02-01,TCD,21,15,21,5,8,12,33,4
2024-03-01,TCD,25,15,22,0,5,12,45,0
2024-04-01,TCD,18,16,31,7,8,11,39,0
2024-05-01,TCD,20,11,25,6,7,9,47,0
2024-06-01,TCD,28,17,22,0,11,13,49,0
2024-07-01,TCD,22,17,32,7,8,16,63,0
2024-08-01,TCD,25,13,32,5,11,18,69,0
2024-09-01,TCD,28,12,21,5,7,13,48,0
2024-10-01,TCD,17,15,22,6,8,12,46,0
2024-11-01,TCD,19,10,20,10,8,8,36,0
2024-12-01,TCD,17,11,21,8,8,9,31,0
2025-01-01,TCD,18,11,20,0,7,5,29,0
2025-02-01,TCD,19,9,18,5,8,8,27,0
2025-03-01,TCD,20,11,20,6,4,10,40,0
2025-04-01,TCD,18,13,18,4,8,9,32,0
2025-05-01,TCD,16,14,15,6,5,4,35,0
2025-06-01,TCD,25,12,25,7,7,10,38,0
2025-07-01,TCD,20,12,22,7,9,8,45,0
2025-08-01,TCD,21,10,21,5,11,7,36,0
2025-09-01,TCD,21,12,21,6,9,11,43,0
2025-10-01,TCD,24,14,17,7,8,9,31,0
2025-11-01,TCD,25,15,21,8,8,7,28,0
2025-12-01,TCD,23,12,22,6,10,8,29,0
2026-01-01,TCD,19,13,20,7,7,6,29,0
2026-02-01,TCD,20,12,23,4,11,7,28,0
2026-03-01,TCD,22,15,19,6,8,7,23,0
2026-04-01,TCD,20,12,18,5,7,4,20,0
2017-12-01,TGO,9,11,8,2,6,4,23,0
2018-01-01,TGO,10,9,10,3,3,6,28,0
2018-02-01,TGO,13,12,8,2,3,6,25,0
2018-03-01,TGO,10,12,7,3,2,5,24,0
2018-04-01,TGO,13,11,9,2,4,6,24,0
2018-05-01,TGO,10,13,10,3,2,6,75,0
2018-06-01,TGO,12,11,8,2,3,7,38,3
2018-07-01,TGO,14,11,10,3,3,8,34,0
2018-08-01,TGO,13,13,9,2,4,8,33,0
2018-09-01,TGO,13,12,9,3,5,7,32,0
2018-10-01,TGO,12,10,11,4,3,9,53,0
2018-11-01,TGO,11,10,10,4,3,8,30,0
2018-12-01,TGO,15,12,10,3,6,5,18,0
2019-01-01,TGO,11,10,10,4,4,8,23,0
2019-02-01,TGO,12,11,10,4,2,8,23,0
2019-03-01,TGO,13,12,9,4,5,8,24,0
2019-04-01,TGO,11,10,9,3,3,7,28,0
2019-05-01,TGO,12,11,8,3,5,8,95,0
2019-06-01,TGO,13,13,8,2,4,8,42,0
2019-07-01,TGO,14,12,13,3,5,8,34,0
2019-08-01,TGO,15,14,11,3,4,10,36,0
2019-09-01,TGO,15,14,10,4,4,14,39,0
2019-10-01,TGO,16,10,12,3,4,19,52,0
2019-11-01,TGO,14,13,10,4,4,10,30,0
2019-12-01,TGO,15,12,8,3,5,9,20,0
2020-01-01,TGO,13,13,11,3,4,10,24,0
2020-02-01,TGO,12,10,10,3,4,9,23,0
2020-03-01,TGO,14,12,9,3,3,8,15,0
2020-04-01,TGO,9,8,5,2,2,5,13,0
2020-05-01,TGO,10,7,6,2,2,7,20,0
2020-06-01,TGO,10,11,8,3,2,8,48,0
2020-07-01,TGO,12,14,9,2,3,8,18,0
2020-08-01,TGO,11,14,19,3,3,7,17,0
2020-09-01,TGO,11,10,21,3,3,10,21,0
2020-10-01,TGO,9,9,19,3,4,14,30,0
2020-11-01,TGO,9,9,22,2,2,9,21,0
2020-12-01,TGO,9,10,24,3,3,6,12,0
2021-01-01,TGO,9,9,20,2,3,8,15,0
2021-02-01,TGO,9,8,19,3,4,6,12,0
2021-03-01,TGO,7,10,17,2,3,8,13,0
2021-04-01,TGO,9,9,16,3,4,8,15,0
2021-05-01,TGO,8,8,18,2,2,9,40,0
2021-06-01,TGO,11,8,21,3,3,11,19,0
2021-07-01,TGO,11,11,22,3,4,13,17,0
2021-08-01,TGO,11,12,26,3,3,17,19,0
2021-09-01,TGO,10,10,25,3,4,23,20,0
2021-10-01,TGO,10,9,22,3,4,22,33,0
2021-11-01,TGO,10,10,25,3,4,18,23,0
2021-12-01,TGO,14,9,25,3,4,15,14,0
2022-01-01,TGO,13,8,23,3,4,13,17,0
2022-02-01,TGO,11,10,21,4,6,15,19,0
2022-03-01,TGO,13,11,22,3,5,14,22,0
2022-04-01,TGO,12,10,20,4,4,13,22,0
2022-05-01,TGO,12,9,22,2,4,18,51,0
2022-06-01,TGO,13,10,28,4,4,22,26,0
2022-07-01,TGO,17,13,28,4,5,26,27,0
2022-08-01,TGO,14,12,34,3,5,30,28,0
2022-09-01,TGO,16,11,28,4,5,35,43,0
2022-10-01,TGO,13,9,28,3,4,32,64,0
2022-11-01,TGO,11,9,25,2,4,24,40,0
2022-12-01,TGO,12,8,23,3,5,21,20,0
2023-01-01,TGO,11,9,22,2,5,24,27,0
2023-02-01,TGO,12,9,23,3,5,23,29,0
2023-03-01,TGO,11,9,22,3,4,23,30,0
2023-04-01,TGO,12,9,21,3,4,26,31,0
2023-05-01,TGO,13,9,25,3,4,24,100,0
2023-06-01,TGO,14,11,23,4,5,24,34,0
2023-07-01,TGO,15,13,24,4,5,26,32,0
2023-08-01,TGO,16,11,24,3,4,29,33,0
2023-09-01,TGO,14,12,27,4,5,31,36,0
2023-10-01,TGO,14,10,21,4,5,34,49,0
2023-11-01,TGO,13,10,22,3,5,25,36,0
2023-12-01,TGO,13,8,19,4,5,24,24,0
2024-01-01,TGO,13,8,17,3,4,24,23,0
2024-02-01,TGO,12,7,16,3,5,20,23,0
2024-03-01,TGO,12,9,14,3,4,23,28,0
2024-04-01,TGO,12,9,16,4,4,21,27,0
2024-05-01,TGO,10,8,19,4,5,22,69,0
2024-06-01,TGO,11,8,16,3,6,21,27,0
2024-07-01,TGO,12,10,17,3,4,23,28,0
2024-08-01,TGO,13,9,18,3,5,24,31,0
2024-09-01,TGO,11,9,17,3,6,21,29,0
2024-10-01,TGO,11,8,16,4,4,20,41,0
2024-11-01,TGO,11,9,15,4,4,17,27,0
2024-12-01,TGO,11,7,14,4,5,16,19,0
2025-01-01,TGO,11,6,15,4,5,19,20,0
2025-02-01,TGO,9,7,13,3,6,20,20,0
2025-03-01,TGO,9,7,14,3,4,19,30,0
2025-04-01,TGO,10,7,13,4,5,19,22,0
2025-05-01,TGO,12,7,13,4,5,19,48,0
2025-06-01,TGO,11,8,15,4,7,17,25,0
2025-07-01,TGO,13,8,16,4,5,19,26,0
2025-08-01,TGO,12,8,14,3,5,19,21,0
2025-09-01,TGO,10,8,15,3,5,19,24,0
2025-10-01,TGO,10,8,13,4,5,20,28,0
2025-11-01,TGO,12,9,16,4,7,19,22,0
2025-12-01,TGO,12,7,15,4,6,15,18,0
2026-01-01,TGO,12,9,15,4,5,17,17,0
2026-02-01,TGO,12,8,17,3,6,18,17,0
2026-03-01,TGO,12,8,14,4,6,18,16,0
2026-04-01,TGO,13,9,18,4,7,19,18,0
2017-12-01,THA,25,60,27,76,43,16,24,0
2018-01-01,THA,28,70,31,69,50,20,34,0
2018-02-01,THA,26,60,29,67,43,17,35,0
2018-03-01,THA,23,67,35,69,31,18,34,0
2018-04-01,THA,21,66,41,74,35,17,30,0
2018-05-01,THA,20,63,25,59,31,18,32,0
2018-06-01,THA,20,54,32,56,43,16,28,0
2018-07-01,THA,21,57,46,62,62,14,27,0
2018-08-01,THA,23,59,50,60,63,16,28,0
2018-09-01,THA,21,61,43,58,56,15,26,0
2018-10-01,THA,25,59,43,71,67,18,28,0
2018-11-01,THA,27,66,62,69,70,17,29,0
2018-12-01,THA,31,67,76,79,79,16,24,0
2019-01-01,THA,48,71,59,69,69,21,27,0
2019-02-01,THA,45,71,64,67,68,19,33,0
2019-03-01,THA,39,75,73,78,77,19,32,0
2019-04-01,THA,37,69,71,81,82,19,30,0
2019-05-01,THA,43,65,72,69,70,18,32,0
2019-06-01,THA,42,65,77,67,64,18,30,0
2019-07-01,THA,50,67,79,75,68,18,30,0
2019-08-01,THA,50,70,84,71,66,17,29,0
2019-09-01,THA,47,67,78,65,61,17,30,0
2019-10-01,THA,48,68,80,84,66,19,29,0
2019-11-01,THA,48,71,89,78,71,18,31,0
2019-12-01,THA,49,70,86,78,71,18,27,0
2020-01-01,THA,55,74,90,72,65,23,33,0
2020-02-01,THA,46,65,76,65,59,14,30,0
2020-03-01,THA,52,53,66,52,42,8,23,0
2020-04-01,THA,21,22,46,34,24,4,11,0
2020-05-01,THA,22,23,51,38,33,5,8,0
2020-06-01,THA,18,27,49,55,47,6,8,0
2020-07-01,THA,14,29,50,71,50,6,12,0
2020-08-01,THA,14,33,44,64,47,5,10,0
2020-09-01,THA,13,34,38,64,47,5,12,0
2020-10-01,THA,13,31,25,80,65,5,9,0
2020-11-01,THA,11,32,36,75,54,5,8,0
2020-12-01,THA,9,27,31,63,47,4,7,0
2021-01-01,THA,8,16,20,36,25,5,8,0
2021-02-01,THA,9,18,17,40,31,5,6,0
2021-03-01,THA,9,27,20,52,39,6,8,0
2021-04-01,THA,9,23,27,44,40,5,7,0
2021-05-01,THA,9,16,31,30,23,7,13,0
2021-06-01,THA,9,17,35,36,25,7,12,0
2021-07-01,THA,17,17,53,32,20,7,12,0
2021-08-01,THA,11,16,48,33,20,8,12,0
2021-09-01,THA,13,19,46,31,25,10,12,0
2021-10-01,THA,10,22,52,40,29,13,14,0
2021-11-01,THA,14,27,53,43,35,14,16,0
2021-12-01,THA,15,27,52,49,40,10,12,0
2022-01-01,THA,17,30,53,44,33,12,18,0
2022-02-01,THA,16,30,54,41,33,13,21,0
2022-03-01,THA,19,34,56,47,39,17,24,0
2022-04-01,THA,19,39,57,59,45,18,25,0
2022-05-01,THA,19,38,52,53,42,26,27,0
2022-06-01,THA,21,44,56,60,48,29,28,0
2022-07-01,THA,21,43,58,74,55,24,26,0
2022-08-01,THA,22,41,55,61,48,22,26,0
2022-09-01,THA,22,45,55,61,45,21,27,0
2022-10-01,THA,24,47,59,80,58,25,26,0
2022-11-01,THA,29,49,57,81,56,24,25,0
2022-12-01,THA,29,49,58,80,65,25,25,0
2023-01-01,THA,34,57,61,73,55,30,31,0
2023-02-01,THA,33,55,61,72,56,25,32,0
2023-03-01,THA,31,59,68,98,67,25,33,0
2023-04-01,THA,29,59,62,100,76,22,30,0
